filename,Garbage,Null
G00002919.jpg,1,0
metal175_jpg.rf.5680ff1e9dc8231783596a59835ce436.jpg,0,1
40-7515646--74-1796001_A4_jpg.rf.76b50a6273655e67355d591910ed9a22.jpg,0,1
glass183_jpg.rf.782432034ff7d2c5eefa4fd78c15f8e8.jpg,0,1
G00001320.jpg,1,0
G00000791.jpg,1,0
G00001017.jpg,1,0
G00003966.jpg,1,0
G00003089.jpg,1,0
metal506_jpg.rf.55c2f42c18e7a6d8dbf2e90df50985e0.jpg,0,1
paper401_jpg.rf.394983e43df6e82ce494675cd2f20a72.jpg,0,1
17024202.jpg,0,1
40-7123493--74-2175463_A3_jpg.rf.feeffda76bfdb77bde1ca4362ac854bc.jpg,0,1
Screenshot-from-2023-05-06-13-34-36_png.rf.77de901b8132bab23f28565ca0774be1.jpg,0,1
G00001137.jpg,1,0
trash120_jpg.rf.f70dfeebcea76d4925f71bbe58dd97a8.jpg,0,1
G00002949.jpg,1,0
paper699_jpg.rf.4fe8f4154453716501b19448e72c5ccb.jpg,0,1
G00000396.jpg,1,0
36-1692753--115-0929377_A1_jpg.rf.d4ee859094ea36aa3c04b3cee84a948f.jpg,0,1
glass352_jpg.rf.cca8931a4ed4dec630f9e0e524c70e72.jpg,0,1
G00003602.jpg,1,0
40-6901294--74-1922161_A2_jpg.rf.fdf0a4401e8f8a4a2e9ce480a126aa77.jpg,0,1
trash132_jpg.rf.9472f314eb5f571a924bc61726c1431c.jpg,0,1
paper931_jpg.rf.9376d025ee5b92ac609b3cf914fb4616.jpg,0,1
paper85_jpg.rf.48eb63fa64dfc23de8ba969a0ed38623.jpg,0,1
G00000004.jpg,1,0
000021_jpg.rf.2bfd62f573aa8f912d853bf75fedd826.jpg,0,1
white-glass685_jpg.rf.39a1788b33cfdde57bea5b8bb92d7524.jpg,0,1
G00002915.jpg,1,0
G00001805.jpg,1,0
plastic691_jpg.rf.cd10bce54b041ab0e11848ff68b4fc1d.jpg,0,1
G00000178.jpg,1,0
glass11_jpg.rf.3a261b53a759e5f95cf53214edb75bca.jpg,0,1
G00003127.jpg,1,0
Screenshot-from-2023-05-06-13-48-59_png.rf.8ea83ee961a1d155a5f88542fb8c6879.jpg,0,1
35-6041304--97-5010293_A1_jpg.rf.b860d7a86e2739c927d4cf3fa46fdfc7.jpg,0,1
glass203_jpg.rf.8f0e69d153d82b0936779f84a6b6629b.jpg,0,1
G00000702.jpg,1,0
G00001342.jpg,1,0
plastic257_jpg.rf.ebb346786f69cc2232a1a972e41fce8e.jpg,0,1
G00000844.jpg,1,0
paper393_jpg.rf.2dde80e9602235b32ee1e4b0f24ddd61.jpg,0,1
40-7673965--74-1804741_A1_jpg.rf.b9117f03223d8bd1b39a0b033897abe9.jpg,0,1
glass467_jpg.rf.54a71ff5bb844912bf63792af79bd329.jpg,0,1
G00000327.jpg,1,0
G00003486.jpg,1,0
G00001948.jpg,1,0
cardboard7_jpg.rf.714a126bc6208778a899c5b97cbe50d1.jpg,0,1
G00000096.jpg,1,0
G00000231.jpg,1,0
G00003888.jpg,1,0
G00002675.jpg,1,0
G00003036.jpg,1,0
G00002870.jpg,1,0
G00003147.jpg,1,0
25-7929397--80-2216737_A2_jpg.rf.358739f10f7ada770986adb338c35416.jpg,0,1
G00001059.jpg,1,0
paper870_jpg.rf.1693b8565928b794355ce81eb17eb28c.jpg,0,1
36-1729975--115-2432717_A1_jpg.rf.9c9e4c36b64f7b1fdde9419ce4b17792.jpg,0,1
G00000876.jpg,1,0
paper533_jpg.rf.2cb6d0e7b1a337cc2d0bd7637e11f00f.jpg,0,1
G00000319.jpg,1,0
paper77_jpg.rf.274fb1417dafc558313202d14a29069e.jpg,0,1
paper182_jpg.rf.89940a9e094561243ac0d24c17eff355.jpg,0,1
G00001058.jpg,1,0
29-5786049--98-4418718_A2_jpg.rf.dc8742a9113bd9f1b9c6f3d99554df0e.jpg,0,1
G00003968.jpg,1,0
41-7327007--87-6575042_A4_jpg.rf.a8398d33556c2c2bc2f86ec95f27238e.jpg,0,1
metal176_jpg.rf.b31ec17fff9d6209e36e06ec850bbb7e.jpg,0,1
29-4809883--98-5422288_A1_jpg.rf.b1cf4755876f8b17d60f6c9573079a50.jpg,0,1
metal276_jpg.rf.187f7a3c9f712d4e689ec7824801cfa3.jpg,0,1
34-0966536--118-3031673_A1_jpg.rf.37ac64ba0e972da750e7f331d639a0bf.jpg,0,1
G00002279.jpg,1,0
G00004158.jpg,1,0
G00003741.jpg,1,0
paper201_jpg.rf.5c6e639e12ac149e60340783196f41bb.jpg,0,1
G00001375.jpg,1,0
G00002456.jpg,1,0
G00001202.jpg,1,0
paper215_jpg.rf.305c54596a7947fbb87d319ece538476.jpg,0,1
40-6931797--74-1765765_A2_jpg.rf.854b880435ad5114fd0e9efb5f72ac75.jpg,0,1
G00002052.jpg,1,0
25-7871431--80-1952642_A1_jpg.rf.dac167de09c5afcecf4a13d5bf773ebc.jpg,0,1
G00001237.jpg,1,0
G00001069.jpg,1,0
green-glass401_jpg.rf.b9265661c4eba0718345f9e9980a19cd.jpg,0,1
brown-glass235_jpg.rf.e29d46a33beec604b7c00540b86003c4.jpg,0,1
33-4679993--112-1943061_A4_jpg.rf.eea7f6efa219570476e36bd7e707673f.jpg,0,1
G00001832.jpg,1,0
35-6116357--97-5129425_A2_jpg.rf.0b6270ce29f87416c98e122e9a799b72.jpg,0,1
_IMG_49211_JPG.rf.4b26f56eb3f23f2e9ba234e3a62149b1.jpg,0,1
_IMG_4971_JPG.rf.88b0194c5010fc185be026c6413cd162.jpg,0,1
41-7540714--87-7237184_A2_jpg.rf.2844f8b6dd440bfe1ba42978d9c304c2.jpg,0,1
paper141_jpg.rf.75599e97935110ce77850b3542a13b6f.jpg,0,1
40-7606122--74-1691962_A3_jpg.rf.3d822520e95f5440a4ae1c6a893ff549.jpg,0,1
G00002002.jpg,1,0
G00001415.jpg,1,0
G00003047.jpg,1,0
G00001128.jpg,1,0
G00001929.jpg,1,0
Datacluster-Trash-102-_jpg.rf.12eb84b6d69790b86b6d956b56bda6e0.jpg,0,1
glass340_jpg.rf.65a0645a7a8158a68e20cc48bfeea249.jpg,0,1
Screenshot-from-2023-05-06-13-39-05_png.rf.4c1c613dbf82c8b2cbd677149cb482ba.jpg,0,1
G00000315.jpg,1,0
35-6224362--97-5070303_A3_jpg.rf.1bed6fc35470fa41ec0a6e96ed02e21a.jpg,0,1
G00002159.jpg,1,0
green-glass195_jpg.rf.5f097538362b6a474c53f2102d171366.jpg,0,1
29-4518564--98-4199282_A4_jpg.rf.b4a6073ba9a5883aa5fe9d96e55664ec.jpg,0,1
G00003485.jpg,1,0
G00003903.jpg,1,0
G00002311.jpg,1,0
G00003360.jpg,1,0
G00002775.jpg,1,0
G00001921.jpg,1,0
G00001548.jpg,1,0
paper93_jpg.rf.a21cc892eed2bea54dd0087fc0e05de7.jpg,0,1
G00003233.jpg,1,0
paper313_jpg.rf.208be8dd098cc98e30cc0588d54f586f.jpg,0,1
plastic41_jpg.rf.6131319ea0d912b766c1c9d68b73b479.jpg,0,1
G00000109.jpg,1,0
G00001373.jpg,1,0
G00003715.jpg,1,0
G00003420.jpg,1,0
green-glass64_jpg.rf.b37c97d885ab46b52f9bee3f2ff6cfb6.jpg,0,1
G00003043.jpg,1,0
G00002574.jpg,1,0
cardboard216_jpg.rf.2a16eb3c9822997401d02a9e05942064.jpg,0,1
Garbage39_png.rf.db487e0886cb3ccce6b66ba7fea5ed6d.jpg,0,1
G00002206.jpg,1,0
metal306_jpg.rf.60a2b1b996f28ab99d49fd9b91dba781.jpg,0,1
G00003954.jpg,1,0
metal652_jpg.rf.d8012e92e942488c8915908068e9ae49.jpg,0,1
paper337_jpg.rf.6269669003c79b7e0808212370d3b24f.jpg,0,1
G00001582.jpg,1,0
G00003067.jpg,1,0
plastic426_jpg.rf.44a51342da29974b83f0f5ba032b53ab.jpg,0,1
G00001381.jpg,1,0
25-7613093--80-2052575_A2_jpg.rf.3c1501dcb31c0a5bd46a5a38a0f6551b.jpg,0,1
G00002210.jpg,1,0
G00000119.jpg,1,0
green-glass276_jpg.rf.4560c816ee031ea7d0d0720a9ff92e84.jpg,0,1
G00002064.jpg,1,0
G00000633.jpg,1,0
G00000929.jpg,1,0
G00003444.jpg,1,0
glass322_jpg.rf.d2613348da76eb06bb37102ee1aaadea.jpg,0,1
G00002287.jpg,1,0
cardboard859_jpg.rf.fef9061abdbdc34b050542c20fff229a.jpg,0,1
G00003861.jpg,1,0
white-glass773_jpg.rf.158852f7afb9b843c9347383f855cbc7.jpg,0,1
Datacluster-Trash-137-_jpg.rf.c443b77eda712304b7106668e2ca42f4.jpg,0,1
paper339_jpg.rf.3790b7960a1e45c6c53445d42e2f8963.jpg,0,1
G00003330.jpg,1,0
G00001417.jpg,1,0
cardboard496_jpg.rf.122c98f257f7d43812eed67bb4187659.jpg,0,1
G00000919.jpg,1,0
glass436_jpg.rf.1a0ac76882de1adfd1eaf81144b09c54.jpg,0,1
plastic56_jpg.rf.995a523af4a59be25a494bce9386b305.jpg,0,1
G00001619.jpg,1,0
G00003412.jpg,1,0
34-1014298--118-3230196_A1_jpg.rf.41a074792ffc675b3764f3a0a20d72f6.jpg,0,1
paper396_jpg.rf.3245baf01fdacd19479762705ade9891.jpg,0,1
plastic115_jpg.rf.831cbea95c3ea51734f6549e3fb40a19.jpg,0,1
G00002576.jpg,1,0
41-9978916--87-8167302_A4_jpg.rf.3ba2c287abd19b334243c533a9cc4f30.jpg,0,1
41-7337511--87-6253649_A2_jpg.rf.c57586205e62e74c86efbfdde21da68f.jpg,0,1
paper994_jpg.rf.ac2676b3912e8d40963a0a1415089519.jpg,0,1
G00002048.jpg,1,0
metal243_jpg.rf.6935aed81e45a5b3337bd76395822d6c.jpg,0,1
metal292_jpg.rf.1acde0a0416312ce40e3b3d2ce2878cf.jpg,0,1
41-8251041--87-6329569_A2_jpg.rf.27135ea393753a209be03237e10b78df.jpg,0,1
G00004026.jpg,1,0
G00003898.jpg,1,0
G00002176.jpg,1,0
G00000258.jpg,1,0
G00000372.jpg,1,0
Datacluster-Trash-4-_jpg.rf.80b95a86281a4181503e86706d4a5da4.jpg,0,1
G00003270.jpg,1,0
G00002160.jpg,1,0
plastic223_jpg.rf.e3fef5d56b6b2d810daab91aa42dc4f0.jpg,0,1
trash23_jpg.rf.88fbba6f30406f522f088576d500fb8f.jpg,0,1
40-7330552--74-1609062_A3_jpg.rf.454441c47e29dac68939b11c2315f729.jpg,0,1
metal196_jpg.rf.3523189c3fd182f8cf2cc8d73e5c8d6c.jpg,0,1
G00002014.jpg,1,0
G00003023.jpg,1,0
glass193_jpg.rf.ebee15ea36acdfb85f7567dfff8d27f7.jpg,0,1
G00000047.jpg,1,0
brown-glass153_jpg.rf.af11f15a8afd25a742a57390e1db45a3.jpg,0,1
Plastic9_png.rf.e385f5de2193151e988ee354d4b30d00.jpg,0,1
G00000266.jpg,1,0
29-5825854--98-3858117_A3_jpg.rf.3ffd4a78b4f2e25d97e0ddf03c5ddf34.jpg,0,1
G00000793.jpg,1,0
G00000592.jpg,1,0
plastic648_jpg.rf.ec7efee47c30f0c43a3c9dbed9477c1c.jpg,0,1
paper410_jpg.rf.e5dc27b4fd700e21c9169d09b39d39f7.jpg,0,1
G00002058.jpg,1,0
G00002524.jpg,1,0
G00000677.jpg,1,0
G00002221.jpg,1,0
metal224_jpg.rf.9d60479072475fc62854156138168688.jpg,0,1
G00003465.jpg,1,0
G00002906.jpg,1,0
G00002286.jpg,1,0
25-7405938--80-2355458_A3_jpg.rf.8e5bd5b77662e926de6ecb85e003a5de.jpg,0,1
brown-glass269_jpg.rf.43ab13c52fb7db6d1802cc58441fec57.jpg,0,1
G00002719.jpg,1,0
G00003676.jpg,1,0
30-4246427--91-077579_A3_jpg.rf.068e71202cca5dcf46519c7c3fcb0dbc.jpg,0,1
G00001157.jpg,1,0
35-4570471--97-6656043_A3_jpg.rf.aa418addf81510f189cdfa060ecd4a62.jpg,0,1
G00003870.jpg,1,0
white-glass421_jpg.rf.dd7b3e65965f7d83aa2f32df7b342929.jpg,0,1
cardboard127_jpg.rf.bb12c5a0b1d9c6fa47c1fb81dd5128e7.jpg,0,1
G00000417.jpg,1,0
G00000265.jpg,1,0
plastic375_jpg.rf.c1daff866aaa254fa7469917be308d01.jpg,0,1
plastic240_jpg.rf.3ca121db3ad3257be307a023958074f5.jpg,0,1
cardboard167_jpg.rf.5111f14aae84ec75fd7ba4e019bdbe7a.jpg,0,1
paper325_jpg.rf.0f72f3aa64315d1b13a38c69d3e42487.jpg,0,1
G00002307.jpg,1,0
metal547_jpg.rf.2512c6aa95fa2ba6c596619f7dde4098.jpg,0,1
plastic134_jpg.rf.6e0d7d6ff0c7faaeeea4de0cecc47da0.jpg,0,1
G00001108.jpg,1,0
G00003253.jpg,1,0
paper186_jpg.rf.8d3d0025abd153c84c936e56e50587c9.jpg,0,1
G00000313.jpg,1,0
paper561_jpg.rf.3c0957642e2037e49d487e282f19c61a.jpg,0,1
cardboard498_jpg.rf.40215f1f99e81730f6c4dceed1fbd09a.jpg,0,1
G00003274.jpg,1,0
G00003385.jpg,1,0
34-0983587--118-3114681_A1_jpg.rf.feb1f52aa8c8027a67f39263ed6c7478.jpg,0,1
G00002003.jpg,1,0
G00002682.jpg,1,0
glass336_jpg.rf.d415f724fde81c1bd0d07afa3d8b325e.jpg,0,1
white-glass159_jpg.rf.c2c790c9a2dd4ad96e6df63e5a535254.jpg,0,1
34-0983587--118-3114681_A4_jpg.rf.232dbb7576db5c2eafda8c2ec83668fc.jpg,0,1
25-7725705--80-2481194_A1_jpg.rf.0b2c2452ef1ba502eecf2bd6329d0ee9.jpg,0,1
white-glass693_jpg.rf.25f5fba4038aadc745911415fe9a6984.jpg,0,1
G00000657.jpg,1,0
25-765942--80-2145422_A4_jpg.rf.ccc880001782ef8570144266d6e61294.jpg,0,1
paper252_jpg.rf.f7afc966f009a80d8ad5e35a78ff3e04.jpg,0,1
29-429795--98-678445_A3_jpg.rf.15caee02b3cbfaff425c5ff39f5f71f4.jpg,0,1
G00001523.jpg,1,0
G00001591.jpg,1,0
G00001665.jpg,1,0
trash137_jpg.rf.8a965089716f109ee122df330a6a5a45.jpg,0,1
29-5120759--98-5937018_A2_jpg.rf.b86283d575059c2eaa5ea13dca37484a.jpg,0,1
metal237_jpg.rf.feed36f815233e44829a79273f2590af.jpg,0,1
G00002502.jpg,1,0
41-9314537--87-7863166_A1_jpg.rf.bed8753bf79889113b2eb6ec6df7d0a1.jpg,0,1
25-7965043--80-1893234_A2_jpg.rf.e735490e6694397c4e023f05d6f204a6.jpg,0,1
34-1053831--118-309712_A3_jpg.rf.3fc97ad486fd9fab96126736bc3208ba.jpg,0,1
G00003962.jpg,1,0
41-8417027--87-6465081_A4_jpg.rf.6497ccb98a53a4b4e31b024b5405153d.jpg,0,1
G00000489.jpg,1,0
G00000482.jpg,1,0
25-7309521--80-2365493_A3_jpg.rf.84cf68753c8e7510c843150973bdfcdd.jpg,0,1
G00003409.jpg,1,0
G00001106.jpg,1,0
G00001328.jpg,1,0
G00000981.jpg,1,0
plastic227_jpg.rf.999f583aa7c551c1730fa2890abbea0a.jpg,0,1
white-glass519_jpg.rf.084d51b85363781946f2d4e10661275c.jpg,0,1
G00002501.jpg,1,0
cardboard521_jpg.rf.86259d989b9c259912beed9e917b0a4d.jpg,0,1
paper591_jpg.rf.da84995a7b393e05746f002d0f859ddf.jpg,0,1
41-9528864--87-7498293_A2_jpg.rf.9ac231e86ed48185f62b983554b745b6.jpg,0,1
40-7410925--74-1709828_A2_jpg.rf.ca557139307d9d635bbbeeb694ec2b9e.jpg,0,1
plastic32_jpg.rf.e609482e45757ff6c1f2763d4da64880.jpg,0,1
plastic135_jpg.rf.a2e74de838d125e757e24b96d8f7952f.jpg,0,1
34-1039402--118-3293637_A1_jpg.rf.d84665e7645438b786267c86f52edb0e.jpg,0,1
plastic142_jpg.rf.7856698c565a8ef606cd6e72da6358fa.jpg,0,1
G00003475.jpg,1,0
metal173_jpg.rf.fbf0963504d14235300205a4452b716d.jpg,0,1
G00002480.jpg,1,0
G00000495.jpg,1,0
40-780118--74-157809_A3_jpg.rf.187be55b6020be801bbad003fd6dcf9e.jpg,0,1
