filename,Cardboard,Garbage,Glass,Metal,Paper,Plastic,Trash,GarbageBag,PaperBag,PlasticBag
G00004429.jpg,0,0,0,0,0,0,0,1,0,0
P00004677.jpg,0,0,0,0,0,0,0,0,1,0
G00004544.jpg,0,0,0,0,0,0,0,1,0,0
PL00004133.jpg,0,0,0,0,0,0,0,0,0,1
P00004189.jpg,0,0,0,0,0,0,0,0,1,0
G00004773.jpg,0,0,0,0,0,0,0,1,0,0
P00004308.jpg,0,0,0,0,0,0,0,0,1,0
G00004480.jpg,0,0,0,0,0,0,0,1,0,0
plastic271_jpg.rf.d2bb40ad24fdace57655fa4d1ebdd4a0.jpg, 0, 0, 0, 0, 0, 1, 0,0,0,0
G00004213.jpg,0,0,0,0,0,0,0,1,0,0
PL00004342.jpg,0,0,0,0,0,0,0,0,0,1
PL00004991.jpg,0,0,0,0,0,0,0,0,0,1
PL00004168.jpg,0,0,0,0,0,0,0,0,0,1
G00004960.jpg,0,0,0,0,0,0,0,1,0,0
PL00004842.jpg,0,0,0,0,0,0,0,0,0,1
PL00004513.jpg,0,0,0,0,0,0,0,0,0,1
G00004610.jpg,0,0,0,0,0,0,0,1,0,0
G00004067.jpg,0,0,0,0,0,0,0,1,0,0
G00004937.jpg,0,0,0,0,0,0,0,1,0,0
G00004963.jpg,0,0,0,0,0,0,0,1,0,0
Screenshot-from-2023-05-06-13-33-32_png.rf.d68341aa0a5b53aafe6129c1b6e8e8fe.jpg, 1, 0, 0, 0, 0, 0, 1,0,0,0
G00004903.jpg,0,0,0,0,0,0,0,1,0,0
P00004486.jpg,0,0,0,0,0,0,0,0,1,0
P00004706.jpg,0,0,0,0,0,0,0,0,1,0
G00004870.jpg,0,0,0,0,0,0,0,1,0,0
G00004342.jpg,0,0,0,0,0,0,0,1,0,0
P00004086.jpg,0,0,0,0,0,0,0,0,1,0
PL00004527.jpg,0,0,0,0,0,0,0,0,0,1
PL00004001.jpg,0,0,0,0,0,0,0,0,0,1
P00004037.jpg,0,0,0,0,0,0,0,0,1,0
G00004867.jpg,0,0,0,0,0,0,0,1,0,0
P00004654.jpg,0,0,0,0,0,0,0,0,1,0
G00004579.jpg,0,0,0,0,0,0,0,1,0,0
P00004273.jpg,0,0,0,0,0,0,0,0,1,0
PL00004917.jpg,0,0,0,0,0,0,0,0,0,1
G00004896.jpg,0,0,0,0,0,0,0,1,0,0
metal81_jpg.rf.ab89712d9fca890f49664f8dfcbb2b2f.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
P00004916.jpg,0,0,0,0,0,0,0,0,1,0
PL00004697.jpg,0,0,0,0,0,0,0,0,0,1
PL00004488.jpg,0,0,0,0,0,0,0,0,0,1
G00004905.jpg,0,0,0,0,0,0,0,1,0,0
P00004242.jpg,0,0,0,0,0,0,0,0,1,0
PL00004057.jpg,0,0,0,0,0,0,0,0,0,1
G00004132.jpg,0,0,0,0,0,0,0,1,0,0
PL00004311.jpg,0,0,0,0,0,0,0,0,0,1
PL00004350.jpg,0,0,0,0,0,0,0,0,0,1
PL00004501.jpg,0,0,0,0,0,0,0,0,0,1
PL00004990.jpg,0,0,0,0,0,0,0,0,0,1
P00004433.jpg,0,0,0,0,0,0,0,0,1,0
P00004548.jpg,0,0,0,0,0,0,0,0,1,0
G00004653.jpg,0,0,0,0,0,0,0,1,0,0
G00004763.jpg,0,0,0,0,0,0,0,1,0,0
PL00004692.jpg,0,0,0,0,0,0,0,0,0,1
P00004101.jpg,0,0,0,0,0,0,0,0,1,0
glass47_jpg.rf.e99ce6ad40f1d729de1810da835ab80d.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
PL00004857.jpg,0,0,0,0,0,0,0,0,0,1
G00004353.jpg,0,0,0,0,0,0,0,1,0,0
PL00004890.jpg,0,0,0,0,0,0,0,0,0,1
G00004916.jpg,0,0,0,0,0,0,0,1,0,0
PL00004584.jpg,0,0,0,0,0,0,0,0,0,1
P00004852.jpg,0,0,0,0,0,0,0,0,1,0
PL00004759.jpg,0,0,0,0,0,0,0,0,0,1
PL00004877.jpg,0,0,0,0,0,0,0,0,0,1
P00004696.jpg,0,0,0,0,0,0,0,0,1,0
P00004894.jpg,0,0,0,0,0,0,0,0,1,0
plastic19_jpg.rf.76f19eaf6ff68a0ad11ceaf52ef9218d.jpg, 0, 0, 0, 0, 0, 1, 0,0,0,0
G00004549.jpg,0,0,0,0,0,0,0,1,0,0
G00004900.jpg,0,0,0,0,0,0,0,1,0,0
P00004044.jpg,0,0,0,0,0,0,0,0,1,0
G00004144.jpg,0,0,0,0,0,0,0,1,0,0
PL00004690.jpg,0,0,0,0,0,0,0,0,0,1
PL00004487.jpg,0,0,0,0,0,0,0,0,0,1
G00004189.jpg,0,0,0,0,0,0,0,1,0,0
P00004944.jpg,0,0,0,0,0,0,0,0,1,0
PL00004135.jpg,0,0,0,0,0,0,0,0,0,1
plastic129_jpg.rf.176a6f0a7d56fddffe6f3db3e8c5741c.jpg, 0, 0, 0, 0, 0, 1, 0,0,0,0
PL00004444.jpg,0,0,0,0,0,0,0,0,0,1
PL00004271.jpg,0,0,0,0,0,0,0,0,0,1
G00004122.jpg,0,0,0,0,0,0,0,1,0,0
paper391_jpg.rf.815087e4b939b919f5c6652c19d8186c.jpg, 0, 0, 0, 0, 1, 0, 0,0,0,0
G00004135.jpg,0,0,0,0,0,0,0,1,0,0
P00004365.jpg,0,0,0,0,0,0,0,0,1,0
P00004555.jpg,0,0,0,0,0,0,0,0,1,0
P00004697.jpg,0,0,0,0,0,0,0,0,1,0
G00004312.jpg,0,0,0,0,0,0,0,1,0,0
PL00004300.jpg,0,0,0,0,0,0,0,0,0,1
P00004836.jpg,0,0,0,0,0,0,0,0,1,0
P00004529.jpg,0,0,0,0,0,0,0,0,1,0
PL00004098.jpg,0,0,0,0,0,0,0,0,0,1
P00004833.jpg,0,0,0,0,0,0,0,0,1,0
P00004905.jpg,0,0,0,0,0,0,0,0,1,0
PL00004304.jpg,0,0,0,0,0,0,0,0,0,1
G00004391.jpg,0,0,0,0,0,0,0,1,0,0
P00004338.jpg,0,0,0,0,0,0,0,0,1,0
G00004681.jpg,0,0,0,0,0,0,0,1,0,0
G00004841.jpg,0,0,0,0,0,0,0,1,0,0
Garbage3_png.rf.1215241108522f5d935deee6ca00bed9.jpg, 0, 1, 0, 0, 0, 0, 0,0,0,0
G00004171.jpg,0,0,0,0,0,0,0,1,0,0
PL00004319.jpg,0,0,0,0,0,0,0,0,0,1
G00004491.jpg,0,0,0,0,0,0,0,1,0,0
PL00004560.jpg,0,0,0,0,0,0,0,0,0,1
PL00004447.jpg,0,0,0,0,0,0,0,0,0,1
glass376_jpg.rf.b9901a91be5a743a5e89b5194264643b.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
G00004792.jpg,0,0,0,0,0,0,0,1,0,0
P00004688.jpg,0,0,0,0,0,0,0,0,1,0
P00004243.jpg,0,0,0,0,0,0,0,0,1,0
PL00004785.jpg,0,0,0,0,0,0,0,0,0,1
PL00004084.jpg,0,0,0,0,0,0,0,0,0,1
G00004626.jpg,0,0,0,0,0,0,0,1,0,0
P00004801.jpg,0,0,0,0,0,0,0,0,1,0
P00004908.jpg,0,0,0,0,0,0,0,0,1,0
PL00004040.jpg,0,0,0,0,0,0,0,0,0,1
G00004878.jpg,0,0,0,0,0,0,0,1,0,0
PL00004473.jpg,0,0,0,0,0,0,0,0,0,1
P00004102.jpg,0,0,0,0,0,0,0,0,1,0
G00004927.jpg,0,0,0,0,0,0,0,1,0,0
G00004781.jpg,0,0,0,0,0,0,0,1,0,0
PL00004255.jpg,0,0,0,0,0,0,0,0,0,1
G00004671.jpg,0,0,0,0,0,0,0,1,0,0
P00004227.jpg,0,0,0,0,0,0,0,0,1,0
PL00004644.jpg,0,0,0,0,0,0,0,0,0,1
PL00004322.jpg,0,0,0,0,0,0,0,0,0,1
G00004384.jpg,0,0,0,0,0,0,0,1,0,0
P00004179.jpg,0,0,0,0,0,0,0,0,1,0
PL00004731.jpg,0,0,0,0,0,0,0,0,0,1
PL00004051.jpg,0,0,0,0,0,0,0,0,0,1
metal90_jpg.rf.25bf8ad9a811f2f7f74811016f3a78be.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
PL00004442.jpg,0,0,0,0,0,0,0,0,0,1
G00004435.jpg,0,0,0,0,0,0,0,1,0,0
G00004196.jpg,0,0,0,0,0,0,0,1,0,0
P00004502.jpg,0,0,0,0,0,0,0,0,1,0
P00004340.jpg,0,0,0,0,0,0,0,0,1,0
cardboard198_jpg.rf.c3023e93e63c3c2e1967446c09a94851.jpg, 1, 0, 0, 0, 0, 0, 0,0,0,0
G00004891.jpg,0,0,0,0,0,0,0,1,0,0
PL00004364.jpg,0,0,0,0,0,0,0,0,0,1
P00004377.jpg,0,0,0,0,0,0,0,0,1,0
PL00004357.jpg,0,0,0,0,0,0,0,0,0,1
PL00004240.jpg,0,0,0,0,0,0,0,0,0,1
Trash50_png.rf.a20ced43dc212823a3ecc026e73084b3.jpg, 0, 0, 1, 1, 1, 0, 1,0,0,0
P00004958.jpg,0,0,0,0,0,0,0,0,1,0
metal290_jpg.rf.305223c4715d564719fd86a112be718d.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
G00004373.jpg,0,0,0,0,0,0,0,1,0,0
P00004790.jpg,0,0,0,0,0,0,0,0,1,0
PL00004111.jpg,0,0,0,0,0,0,0,0,0,1
G00004445.jpg,0,0,0,0,0,0,0,1,0,0
PL00004506.jpg,0,0,0,0,0,0,0,0,0,1
G00004364.jpg,0,0,0,0,0,0,0,1,0,0
P00004244.jpg,0,0,0,0,0,0,0,0,1,0
G00004454.jpg,0,0,0,0,0,0,0,1,0,0
P00004820.jpg,0,0,0,0,0,0,0,0,1,0
PL00004574.jpg,0,0,0,0,0,0,0,0,0,1
G00004153.jpg,0,0,0,0,0,0,0,1,0,0
PL00004100.jpg,0,0,0,0,0,0,0,0,0,1
P00004149.jpg,0,0,0,0,0,0,0,0,1,0
PL00004124.jpg,0,0,0,0,0,0,0,0,0,1
P00004188.jpg,0,0,0,0,0,0,0,0,1,0
P00004490.jpg,0,0,0,0,0,0,0,0,1,0
G00004746.jpg,0,0,0,0,0,0,0,1,0,0
P00004971.jpg,0,0,0,0,0,0,0,0,1,0
G00004677.jpg,0,0,0,0,0,0,0,1,0,0
G00004554.jpg,0,0,0,0,0,0,0,1,0,0
PL00004898.jpg,0,0,0,0,0,0,0,0,0,1
white-glass483_jpg.rf.268f1a2175a2e19515cd22f439df747e.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
glass299_jpg.rf.44fe0fefc2e32f83f30c93afc601ab8c.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
G00004131.jpg,0,0,0,0,0,0,0,1,0,0
P00004406.jpg,0,0,0,0,0,0,0,0,1,0
G00004787.jpg,0,0,0,0,0,0,0,1,0,0
metal301_jpg.rf.da667483a253bdcb4830db8fb80a630b.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
P00004949.jpg,0,0,0,0,0,0,0,0,1,0
G00004881.jpg,0,0,0,0,0,0,0,1,0,0
PL00004618.jpg,0,0,0,0,0,0,0,0,0,1
PL00004508.jpg,0,0,0,0,0,0,0,0,0,1
PL00004220.jpg,0,0,0,0,0,0,0,0,0,1
G00004056.jpg,0,0,0,0,0,0,0,1,0,0
paper184_jpg.rf.1f551972da90920abbc5f19cf3d285ca.jpg, 0, 0, 0, 0, 1, 0, 0,0,0,0
G00004225.jpg,0,0,0,0,0,0,0,1,0,0
G00004674.jpg,0,0,0,0,0,0,0,1,0,0
PL00004491.jpg,0,0,0,0,0,0,0,0,0,1
G00004588.jpg,0,0,0,0,0,0,0,1,0,0
G00004459.jpg,0,0,0,0,0,0,0,1,0,0
G00004236.jpg,0,0,0,0,0,0,0,1,0,0
P00004576.jpg,0,0,0,0,0,0,0,0,1,0
PL00004634.jpg,0,0,0,0,0,0,0,0,0,1
PL00004462.jpg,0,0,0,0,0,0,0,0,0,1
G00004978.jpg,0,0,0,0,0,0,0,1,0,0
G00004619.jpg,0,0,0,0,0,0,0,1,0,0
PL00004533.jpg,0,0,0,0,0,0,0,0,0,1
PL00004836.jpg,0,0,0,0,0,0,0,0,0,1
G00004625.jpg,0,0,0,0,0,0,0,1,0,0
G00004030.jpg,0,0,0,0,0,0,0,1,0,0
PL00004935.jpg,0,0,0,0,0,0,0,0,0,1
G00004550.jpg,0,0,0,0,0,0,0,1,0,0
P00004684.jpg,0,0,0,0,0,0,0,0,1,0
PL00004067.jpg,0,0,0,0,0,0,0,0,0,1
PL00004208.jpg,0,0,0,0,0,0,0,0,0,1
paper5_jpg.rf.a396dce79cfa768c376cb5183b101f48.jpg, 0, 0, 0, 0, 1, 0, 0,0,0,0
PL00004339.jpg,0,0,0,0,0,0,0,0,0,1
PL00004753.jpg,0,0,0,0,0,0,0,0,0,1
P00004199.jpg,0,0,0,0,0,0,0,0,1,0
P00004960.jpg,0,0,0,0,0,0,0,0,1,0
P00004628.jpg,0,0,0,0,0,0,0,0,1,0
G00004113.jpg,0,0,0,0,0,0,0,1,0,0
P00004353.jpg,0,0,0,0,0,0,0,0,1,0
PL00004409.jpg,0,0,0,0,0,0,0,0,0,1
P00004541.jpg,0,0,0,0,0,0,0,0,1,0
P00004648.jpg,0,0,0,0,0,0,0,0,1,0
P00004892.jpg,0,0,0,0,0,0,0,0,1,0
PL00004929.jpg,0,0,0,0,0,0,0,0,0,1
G00004892.jpg,0,0,0,0,0,0,0,1,0,0
G00004464.jpg,0,0,0,0,0,0,0,1,0,0
P00004841.jpg,0,0,0,0,0,0,0,0,1,0
P00004359.jpg,0,0,0,0,0,0,0,0,1,0
P00004200.jpg,0,0,0,0,0,0,0,0,1,0
P00004282.jpg,0,0,0,0,0,0,0,0,1,0
P00004207.jpg,0,0,0,0,0,0,0,0,1,0
P00004889.jpg,0,0,0,0,0,0,0,0,1,0
PL00004292.jpg,0,0,0,0,0,0,0,0,0,1
G00004950.jpg,0,0,0,0,0,0,0,1,0,0
glass46_jpg.rf.04834c77dd3740dd4f6d7f5173d931ea.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
P00004306.jpg,0,0,0,0,0,0,0,0,1,0
P00004371.jpg,0,0,0,0,0,0,0,0,1,0
G00004700.jpg,0,0,0,0,0,0,0,1,0,0
plastic274_jpg.rf.041f18d10140d7153c7f2b5e9ea046eb.jpg, 0, 0, 0, 0, 0, 1, 0,0,0,0
P00004233.jpg,0,0,0,0,0,0,0,0,1,0
P00004350.jpg,0,0,0,0,0,0,0,0,1,0
G00004863.jpg,0,0,0,0,0,0,0,1,0,0
P00004851.jpg,0,0,0,0,0,0,0,0,1,0
PL00004461.jpg,0,0,0,0,0,0,0,0,0,1
PL00004620.jpg,0,0,0,0,0,0,0,0,0,1
P00004604.jpg,0,0,0,0,0,0,0,0,1,0
P00004538.jpg,0,0,0,0,0,0,0,0,1,0
metal53_jpg.rf.764a943f0ccdccae30158cf524b26d3f.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
PL00004085.jpg,0,0,0,0,0,0,0,0,0,1
G00004416.jpg,0,0,0,0,0,0,0,1,0,0
P00004674.jpg,0,0,0,0,0,0,0,0,1,0
G00004407.jpg,0,0,0,0,0,0,0,1,0,0
PL00004763.jpg,0,0,0,0,0,0,0,0,0,1
G00004269.jpg,0,0,0,0,0,0,0,1,0,0
P00004594.jpg,0,0,0,0,0,0,0,0,1,0
plastic90_jpg.rf.d60dd4f29ca9adaa6132568c3c68daaf.jpg, 0, 0, 0, 0, 0, 1, 0,0,0,0
PL00004567.jpg,0,0,0,0,0,0,0,0,0,1
PL00004336.jpg,0,0,0,0,0,0,0,0,0,1
P00004055.jpg,0,0,0,0,0,0,0,0,1,0
PL00004849.jpg,0,0,0,0,0,0,0,0,0,1
P00004943.jpg,0,0,0,0,0,0,0,0,1,0
P00004247.jpg,0,0,0,0,0,0,0,0,1,0
PL00004561.jpg,0,0,0,0,0,0,0,0,0,1
G00004899.jpg,0,0,0,0,0,0,0,1,0,0
paper203_jpg.rf.9c08bb875093550d3d13e101567354c8.jpg, 0, 0, 0, 0, 1, 0, 0,0,0,0
PL00004601.jpg,0,0,0,0,0,0,0,0,0,1
cardboard441_jpg.rf.386e4f66f9690f94fc177835d334b125.jpg, 1, 0, 0, 0, 0, 0, 0,0,0,0
PL00004653.jpg,0,0,0,0,0,0,0,0,0,1
G00004923.jpg,0,0,0,0,0,0,0,1,0,0
P00004551.jpg,0,0,0,0,0,0,0,0,1,0
Datacluster-Trash-244-_jpg.rf.d2124a46b1627673161aefbadcd9b974.jpg, 0, 0, 0, 0, 0, 0, 1,0,0,0
PL00004684.jpg,0,0,0,0,0,0,0,0,0,1
G00004487.jpg,0,0,0,0,0,0,0,1,0,0
G00004239.jpg,0,0,0,0,0,0,0,1,0,0
PL00004921.jpg,0,0,0,0,0,0,0,0,0,1
G00004108.jpg,0,0,0,0,0,0,0,1,0,0
G00004037.jpg,0,0,0,0,0,0,0,1,0,0
PL00004761.jpg,0,0,0,0,0,0,0,0,0,1
P00004528.jpg,0,0,0,0,0,0,0,0,1,0
G00004770.jpg,0,0,0,0,0,0,0,1,0,0
G00004613.jpg,0,0,0,0,0,0,0,1,0,0
G00004088.jpg,0,0,0,0,0,0,0,1,0,0
G00004765.jpg,0,0,0,0,0,0,0,1,0,0
_IMG_4980_JPG.rf.04430cc291ac3bbe721408831494c82b.jpg, 0, 0, 0, 0, 0, 0, 1,0,0,0
PL00004816.jpg,0,0,0,0,0,0,0,0,0,1
PL00004166.jpg,0,0,0,0,0,0,0,0,0,1
PL00004801.jpg,0,0,0,0,0,0,0,0,0,1
P00004807.jpg,0,0,0,0,0,0,0,0,1,0
P00004407.jpg,0,0,0,0,0,0,0,0,1,0
G00004990.jpg,0,0,0,0,0,0,0,1,0,0
P00004900.jpg,0,0,0,0,0,0,0,0,1,0
PL00004923.jpg,0,0,0,0,0,0,0,0,0,1
PL00004334.jpg,0,0,0,0,0,0,0,0,0,1
G00004224.jpg,0,0,0,0,0,0,0,1,0,0
G00004585.jpg,0,0,0,0,0,0,0,1,0,0
P00004950.jpg,0,0,0,0,0,0,0,0,1,0
P00004800.jpg,0,0,0,0,0,0,0,0,1,0
P00004400.jpg,0,0,0,0,0,0,0,0,1,0
P00004714.jpg,0,0,0,0,0,0,0,0,1,0
P00004665.jpg,0,0,0,0,0,0,0,0,1,0
PL00004968.jpg,0,0,0,0,0,0,0,0,0,1
PL00004126.jpg,0,0,0,0,0,0,0,0,0,1
paper324_jpg.rf.eede27b19d8138c1f03eea65ac4ae6dd.jpg, 0, 0, 0, 0, 1, 0, 0,0,0,0
G00004284.jpg,0,0,0,0,0,0,0,1,0,0
PL00004612.jpg,0,0,0,0,0,0,0,0,0,1
P00004231.jpg,0,0,0,0,0,0,0,0,1,0
PL00004903.jpg,0,0,0,0,0,0,0,0,0,1
glass166_jpg.rf.a37a2281175c27eb16df9d684211950e.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
PL00004054.jpg,0,0,0,0,0,0,0,0,0,1
PL00004454.jpg,0,0,0,0,0,0,0,0,0,1
P00004810.jpg,0,0,0,0,0,0,0,0,1,0
P00004618.jpg,0,0,0,0,0,0,0,0,1,0
PL00004042.jpg,0,0,0,0,0,0,0,0,0,1
P00004390.jpg,0,0,0,0,0,0,0,0,1,0
trash100_jpg.rf.0487bdaa0304c27b7786925e663336f4.jpg, 0, 0, 0, 0, 0, 0, 1,0,0,0
PL00004233.jpg,0,0,0,0,0,0,0,0,0,1
G00004090.jpg,0,0,0,0,0,0,0,1,0,0
P00004402.jpg,0,0,0,0,0,0,0,0,1,0
G00004026.jpg,0,0,0,0,0,0,0,1,0,0
PL00004045.jpg,0,0,0,0,0,0,0,0,0,1
P00004770.jpg,0,0,0,0,0,0,0,0,1,0
G00004970.jpg,0,0,0,0,0,0,0,1,0,0
P00004326.jpg,0,0,0,0,0,0,0,0,1,0
P00004003.jpg,0,0,0,0,0,0,0,0,1,0
P00004641.jpg,0,0,0,0,0,0,0,0,1,0
paper542_jpg.rf.b92ded7c7494a4010cf947f8680b8ebc.jpg, 0, 0, 0, 0, 1, 0, 0,0,0,0
PL00004282.jpg,0,0,0,0,0,0,0,0,0,1
G00004079.jpg,0,0,0,0,0,0,0,1,0,0
PL00004003.jpg,0,0,0,0,0,0,0,0,0,1
G00004657.jpg,0,0,0,0,0,0,0,1,0,0
P00004972.jpg,0,0,0,0,0,0,0,0,1,0
glass406_jpg.rf.184b4ac99106fde9e076341582ff7968.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
G00004645.jpg,0,0,0,0,0,0,0,1,0,0
P00004937.jpg,0,0,0,0,0,0,0,0,1,0
paper218_jpg.rf.d7ce365b331c8165b95dd59c20546654.jpg, 0, 0, 0, 0, 0, 0, 1,0,0,0
G00004640.jpg,0,0,0,0,0,0,0,1,0,0
P00004853.jpg,0,0,0,0,0,0,0,0,1,0
G00004914.jpg,0,0,0,0,0,0,0,1,0,0
G00004604.jpg,0,0,0,0,0,0,0,1,0,0
P00004303.jpg,0,0,0,0,0,0,0,0,1,0
P00004862.jpg,0,0,0,0,0,0,0,0,1,0
P00004834.jpg,0,0,0,0,0,0,0,0,1,0
P00004176.jpg,0,0,0,0,0,0,0,0,1,0
P00004895.jpg,0,0,0,0,0,0,0,0,1,0
PL00004321.jpg,0,0,0,0,0,0,0,0,0,1
G00004910.jpg,0,0,0,0,0,0,0,1,0,0
G00004853.jpg,0,0,0,0,0,0,0,1,0,0
PL00004288.jpg,0,0,0,0,0,0,0,0,0,1
PL00004831.jpg,0,0,0,0,0,0,0,0,0,1
PL00004265.jpg,0,0,0,0,0,0,0,0,0,1
P00004082.jpg,0,0,0,0,0,0,0,0,1,0
metal66_jpg.rf.3e2e18bc3c5041c1d151f4a7cd01a66e.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
PL00004850.jpg,0,0,0,0,0,0,0,0,0,1
G00004740.jpg,0,0,0,0,0,0,0,1,0,0
PL00004864.jpg,0,0,0,0,0,0,0,0,0,1
PL00004869.jpg,0,0,0,0,0,0,0,0,0,1
PL00004153.jpg,0,0,0,0,0,0,0,0,0,1
P00004785.jpg,0,0,0,0,0,0,0,0,1,0
P00004791.jpg,0,0,0,0,0,0,0,0,1,0
PL00004622.jpg,0,0,0,0,0,0,0,0,0,1
P00004198.jpg,0,0,0,0,0,0,0,0,1,0
metal51_jpg.rf.f41beaaa185bb9494acde3af10e95b24.jpg, 0, 0, 0, 1, 0, 0, 0,0,0,0
G00004647.jpg,0,0,0,0,0,0,0,1,0,0
G00004024.jpg,0,0,0,0,0,0,0,1,0,0
PL00004356.jpg,0,0,0,0,0,0,0,0,0,1
G00004145.jpg,0,0,0,0,0,0,0,1,0,0
PL00004190.jpg,0,0,0,0,0,0,0,0,0,1
G00004644.jpg,0,0,0,0,0,0,0,1,0,0
P00004758.jpg,0,0,0,0,0,0,0,0,1,0
P00004315.jpg,0,0,0,0,0,0,0,0,1,0
G00004169.jpg,0,0,0,0,0,0,0,1,0,0
G00004374.jpg,0,0,0,0,0,0,0,1,0,0
G00004256.jpg,0,0,0,0,0,0,0,1,0,0
_000082_JPG.rf.720c13c657c4ddbec4ece74630df2b23.jpg, 0, 0, 0, 0, 0, 0, 1,0,0,0
PL00004004.jpg,0,0,0,0,0,0,0,0,0,1
G00004889.jpg,0,0,0,0,0,0,0,1,0,0
PL00004592.jpg,0,0,0,0,0,0,0,0,0,1
PL00004666.jpg,0,0,0,0,0,0,0,0,0,1
G00004718.jpg,0,0,0,0,0,0,0,1,0,0
PL00004470.jpg,0,0,0,0,0,0,0,0,0,1
G00004790.jpg,0,0,0,0,0,0,0,1,0,0
PL00004392.jpg,0,0,0,0,0,0,0,0,0,1
G00004275.jpg,0,0,0,0,0,0,0,1,0,0
glass257_jpg.rf.e418044489688dd07854e9d04f634e1c.jpg, 0, 0, 1, 0, 0, 0, 0,0,0,0
P00004710.jpg,0,0,0,0,0,0,0,0,1,0
PL00004390.jpg,0,0,0,0,0,0,0,0,0,1
