filename,Cardboard,Glass,Metal,Paper,Plastic,Trash,GarbageBag,PaperBag,PlasticBag,Null
P00000550.jpg,0,0,0,0,0,0,0,1,0,0
G00003915.jpg,0,0,0,0,0,0,1,0,0,0
garbage4_jpg.rf.fb8dc8874125cb2b94e4440580333525.jpg, 0, 1, 0, 0, 0, 0,0,0,0,0
P00002330.jpg,0,0,0,0,0,0,0,1,0,0
G00003604.jpg,0,0,0,0,0,0,1,0,0,0
PL00001368.jpg,0,0,0,0,0,0,0,0,0,1
G00001836.jpg,0,0,0,0,0,0,1,0,0,0
PL00004315.jpg,0,0,0,0,0,0,0,0,0,1
G00002039.jpg,0,0,0,0,0,0,1,0,0,0
P00001970.jpg,0,0,0,0,0,0,0,1,0,0
P00003524.jpg,0,0,0,0,0,0,0,1,0,0
PL00004253.jpg,0,0,0,0,0,0,0,0,1,0
P00001054.jpg,0,0,0,0,0,0,0,1,0,0
G00000752.jpg,0,0,0,0,0,0,1,0,0,0
PL00000019.jpg,0,0,0,0,0,0,0,0,0,1
trash110_jpg.rf.3dd3eedbe972d2d1e8f1de9275c57f15.jpg, 0, 0, 0, 0, 0, 1,0,0,0,0
P00001744.jpg,0,0,0,0,0,0,0,1,0,0
G00002150.jpg,0,0,0,0,0,0,1,0,0,0
PL00001425.jpg,0,0,0,0,0,0,0,0,1,0
G00003314.jpg,0,0,0,0,0,0,1,0,0,0
P00002604.jpg,0,0,0,0,0,0,0,1,0,0
PL00000232.jpg,0,0,0,0,0,0,0,0,1,0
PL00003531.jpg,0,0,0,0,0,0,0,0,1,0
P00000420.jpg,0,0,0,0,0,0,0,1,0,0
PL00000854.jpg,0,0,0,0,0,0,0,0,0,1
G00000625.jpg,0,0,0,0,0,0,1,0,0,0
P00004754.jpg,0,0,0,0,0,0,0,1,0,0
PL00000834.jpg,0,0,0,0,0,0,0,0,0,1
P00002935.jpg,0,0,0,0,0,0,0,1,0,0
G00002323.jpg,0,0,0,0,0,0,1,0,0,0
G00003141.jpg,0,0,0,0,0,0,1,0,0,0
trash90_jpg.rf.44a80f4bf543dd0e558545453744756a.jpg, 0, 0, 0, 0, 0, 1,0,0,0,0
G00002089.jpg,0,0,0,0,0,0,1,0,0,0
P00002526.jpg,0,0,0,0,0,0,0,1,0,0
P00002756.jpg,0,0,0,0,0,0,0,1,0,0
PL00000533.jpg,0,0,0,0,0,0,0,0,1,0
paper341_jpg.rf.cc27026cbd2aba4a22d802acf12b8cb7.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00000052.jpg,0,0,0,0,0,0,0,0,1,0
P00001365.jpg,0,0,0,0,0,0,0,1,0,0
PL00004377.jpg,0,0,0,0,0,0,0,0,0,1
metal347_jpg.rf.28ffb6386e4c33dbbf4181b9c752d5b0.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
P00002181.jpg,0,0,0,0,0,0,0,1,0,0
P00001866.jpg,0,0,0,0,0,0,0,1,0,0
paper377_jpg.rf.0a8a82633550269740b45524bd1c0158.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
paper481_jpg.rf.88df7a09b6f051a776029bc744e54d4a.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00003940.jpg,0,0,0,0,0,0,0,0,0,1
P00004947.jpg,0,0,0,0,0,0,0,1,0,0
P00000796.jpg,0,0,0,0,0,0,0,1,0,0
PL00000850.jpg,0,0,0,0,0,0,0,0,1,0
PL00004329.jpg,0,0,0,0,0,0,0,0,1,0
G00003755.jpg,0,0,0,0,0,0,1,0,0,0
metal248_jpg.rf.c023019788d3fab3c3737bacd1241a26.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
G00003689.jpg,0,0,0,0,0,0,1,0,0,0
G00001423.jpg,0,0,0,0,0,0,1,0,0,0
G00000487.jpg,0,0,0,0,0,0,1,0,0,0
P00004405.jpg,0,0,0,0,0,0,0,1,0,0
PL00002913.jpg,0,0,0,0,0,0,0,0,0,1
G00001550.jpg,0,0,0,0,0,0,1,0,0,0
G00004883.jpg,0,0,0,0,0,0,1,0,0,0
P00003238.jpg,0,0,0,0,0,0,0,1,0,0
P00002362.jpg,0,0,0,0,0,0,0,1,0,0
Plastic10_png.rf.2536f3fcdf5d561b71238b3dc19ee690.jpg, 0, 1, 0, 0, 1, 0,0,0,0,0
glass403_jpg.rf.6561f41cad438d506c9b7320652da323.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
PL00004798.jpg,0,0,0,0,0,0,0,0,0,1
PL00001098.jpg,0,0,0,0,0,0,0,0,1,0
PL00004687.jpg,0,0,0,0,0,0,0,0,1,0
plastic363_jpg.rf.b8c4f63c153738f8a16d2c324a83c9b3.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
PL00004763.jpg,0,0,0,0,0,0,0,0,0,1
PL00002221.jpg,0,0,0,0,0,0,0,0,1,0
PL00000256.jpg,0,0,0,0,0,0,0,0,1,0
P00003965.jpg,0,0,0,0,0,0,0,1,0,0
P00000055.jpg,0,0,0,0,0,0,0,1,0,0
P00004596.jpg,0,0,0,0,0,0,0,1,0,0
glass407_jpg.rf.e6f507901a969ad76a49d441959fcc29.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
G00001965.jpg,0,0,0,0,0,0,1,0,0,0
PL00000268.jpg,0,0,0,0,0,0,0,0,1,0
PL00004256.jpg,0,0,0,0,0,0,0,0,1,0
PL00004258.jpg,0,0,0,0,0,0,0,0,0,1
PL00004786.jpg,0,0,0,0,0,0,0,0,0,1
G00001458.jpg,0,0,0,0,0,0,1,0,0,0
white-glass246_jpg.rf.04b84486df0ed8796c0463ddef31116d.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
G00000906.jpg,0,0,0,0,0,0,1,0,0,0
P00003145.jpg,0,0,0,0,0,0,0,1,0,0
PL00001997.jpg,0,0,0,0,0,0,0,0,0,1
cardboard151_jpg.rf.a9b82bcb391fa5aacc42da81a1f06076.jpg, 1, 0, 0, 0, 0, 0,0,0,0,0
PL00003592.jpg,0,0,0,0,0,0,0,0,1,0
PL00004918.jpg,0,0,0,0,0,0,0,0,0,1
G00003583.jpg,0,0,0,0,0,0,1,0,0,0
G00001097.jpg,0,0,0,0,0,0,1,0,0,0
PL00000732.jpg,0,0,0,0,0,0,0,0,1,0
PL00004625.jpg,0,0,0,0,0,0,0,0,1,0
PL00001217.jpg,0,0,0,0,0,0,0,0,1,0
G00001947.jpg,0,0,0,0,0,0,1,0,0,0
PL00000007.jpg,0,0,0,0,0,0,0,0,1,0
PL00003151.jpg,0,0,0,0,0,0,0,0,0,1
P00001283.jpg,0,0,0,0,0,0,0,1,0,0
trash6_png.rf.7dac12d29b7afd409b47498e8b19d78f.jpg, 0, 1, 0, 0, 1, 1,0,0,0,0
G00001953.jpg,0,0,0,0,0,0,1,0,0,0
paper143_jpg.rf.a0abf9a6eadadfd361eb646d35e768c4.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00001638.jpg,0,0,0,0,0,0,0,0,1,0
P00001997.jpg,0,0,0,0,0,0,0,1,0,0
PL00001871.jpg,0,0,0,0,0,0,0,0,1,0
PL00001970.jpg,0,0,0,0,0,0,0,0,0,1
G00000833.jpg,0,0,0,0,0,0,1,0,0,0
paper510_jpg.rf.f4da679989d74e0672d6e0e6aaca833d.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00000649.jpg,0,0,0,0,0,0,0,0,0,1
PL00000920.jpg,0,0,0,0,0,0,0,0,1,0
G00004644.jpg,0,0,0,0,0,0,1,0,0,0
P00000693.jpg,0,0,0,0,0,0,0,1,0,0
PL00001683.jpg,0,0,0,0,0,0,0,0,0,1
G00000453.jpg,0,0,0,0,0,0,1,0,0,0
PL00004622.jpg,0,0,0,0,0,0,0,0,0,1
PL00002754.jpg,0,0,0,0,0,0,0,0,1,0
P00000270.jpg,0,0,0,0,0,0,0,1,0,0
paper994_jpg.rf.ac2676b3912e8d40963a0a1415089519.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
P00004391.jpg,0,0,0,0,0,0,0,1,0,0
metal311_jpg.rf.9328abb2fbc2814b0b52d1eaa06a0e5d.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
P00004058.jpg,0,0,0,0,0,0,0,1,0,0
paper99_jpg.rf.b6d9c53535d17f64c269923be854f2cd.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00001310.jpg,0,0,0,0,0,0,0,0,1,0
P00003141.jpg,0,0,0,0,0,0,0,1,0,0
G00001216.jpg,0,0,0,0,0,0,1,0,0,0
PL00004712.jpg,0,0,0,0,0,0,0,0,1,0
P00001309.jpg,0,0,0,0,0,0,0,1,0,0
P00001893.jpg,0,0,0,0,0,0,0,1,0,0
paper377_jpg.rf.8b7991f2bfa9a8b1b03f23cbcb4c5892.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
P00000633.jpg,0,0,0,0,0,0,0,1,0,0
PL00001995.jpg,0,0,0,0,0,0,0,0,0,1
PL00003896.jpg,0,0,0,0,0,0,0,0,0,1
P00004378.jpg,0,0,0,0,0,0,0,1,0,0
PL00004429.jpg,0,0,0,0,0,0,0,0,0,1
PL00002187.jpg,0,0,0,0,0,0,0,0,0,1
trash57_jpg.rf.86b3f25acc22c19b463cc78be573f374.jpg, 0, 0, 0, 0, 0, 1,0,0,0,0
PL00001745.jpg,0,0,0,0,0,0,0,0,0,1
P00003026.jpg,0,0,0,0,0,0,0,1,0,0
P00004671.jpg,0,0,0,0,0,0,0,1,0,0
G00002975.jpg,0,0,0,0,0,0,1,0,0,0
PL00002106.jpg,0,0,0,0,0,0,0,0,0,1
G00004739.jpg,0,0,0,0,0,0,1,0,0,0
PL00004729.jpg,0,0,0,0,0,0,0,0,1,0
G00000421.jpg,0,0,0,0,0,0,1,0,0,0
paper444_jpg.rf.87d2d149fba3e862759fc41ec6cc7d7b.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
P00002979.jpg,0,0,0,0,0,0,0,1,0,0
G00000860.jpg,0,0,0,0,0,0,1,0,0,0
G00003484.jpg,0,0,0,0,0,0,1,0,0,0
PL00000935.jpg,0,0,0,0,0,0,0,0,1,0
paper267_jpg.rf.1f14b4b6b2ce6fc118c40b9a22f0b627.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00002408.jpg,0,0,0,0,0,0,0,0,0,1
PL00002084.jpg,0,0,0,0,0,0,0,0,1,0
G00002826.jpg,0,0,0,0,0,0,1,0,0,0
G00004613.jpg,0,0,0,0,0,0,1,0,0,0
PL00004988.jpg,0,0,0,0,0,0,0,0,1,0
PL00002766.jpg,0,0,0,0,0,0,0,0,0,1
paper383_jpg.rf.60df835e52c8882f11857916fb47b9c1.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
G00000276.jpg,0,0,0,0,0,0,1,0,0,0
P00000585.jpg,0,0,0,0,0,0,0,1,0,0
PL00002122.jpg,0,0,0,0,0,0,0,0,0,1
P00003813.jpg,0,0,0,0,0,0,0,1,0,0
metal198_jpg.rf.44d304fb4cffc4fa9b1ef0e8067c2762.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
P00004993.jpg,0,0,0,0,0,0,0,1,0,0
P00001072.jpg,0,0,0,0,0,0,0,1,0,0
G00002035.jpg,0,0,0,0,0,0,1,0,0,0
G00003965.jpg,0,0,0,0,0,0,1,0,0,0
PL00001806.jpg,0,0,0,0,0,0,0,0,0,1
PL00004407.jpg,0,0,0,0,0,0,0,0,1,0
PL00002607.jpg,0,0,0,0,0,0,0,0,1,0
metal705_jpg.rf.a189cea07d8af015f6941c1b07dae79b.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
G00001605.jpg,0,0,0,0,0,0,1,0,0,0
PL00004085.jpg,0,0,0,0,0,0,0,0,1,0
G00001215.jpg,0,0,0,0,0,0,1,0,0,0
trash39_jpg.rf.cdf87554328d1a2fee50979053366e9c.jpg, 0, 0, 0, 0, 0, 1,0,0,0,0
G00000216.jpg,0,0,0,0,0,0,1,0,0,0
P00001133.jpg,0,0,0,0,0,0,0,1,0,0
G00001748.jpg,0,0,0,0,0,0,1,0,0,0
P00000873.jpg,0,0,0,0,0,0,0,1,0,0
P00004574.jpg,0,0,0,0,0,0,0,1,0,0
P00003022.jpg,0,0,0,0,0,0,0,1,0,0
PL00003334.jpg,0,0,0,0,0,0,0,0,1,0
P00001966.jpg,0,0,0,0,0,0,0,1,0,0
PL00001448.jpg,0,0,0,0,0,0,0,0,0,1
plastic303_jpg.rf.b6f6313a9b5c26a9667b1772952d4791.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
PL00002503.jpg,0,0,0,0,0,0,0,0,1,0
PL00002768.jpg,0,0,0,0,0,0,0,0,0,1
PL00000558.jpg,0,0,0,0,0,0,0,0,1,0
PL00002477.jpg,0,0,0,0,0,0,0,0,0,1
P00002581.jpg,0,0,0,0,0,0,0,1,0,0
PL00001156.jpg,0,0,0,0,0,0,0,0,1,0
PL00004466.jpg,0,0,0,0,0,0,0,0,1,0
PL00004311.jpg,0,0,0,0,0,0,0,0,1,0
G00003128.jpg,0,0,0,0,0,0,1,0,0,0
G00000373.jpg,0,0,0,0,0,0,1,0,0,0
PL00001257.jpg,0,0,0,0,0,0,0,0,1,0
P00001977.jpg,0,0,0,0,0,0,0,1,0,0
PL00002435.jpg,0,0,0,0,0,0,0,0,0,1
PL00002461.jpg,0,0,0,0,0,0,0,0,0,1
P00003860.jpg,0,0,0,0,0,0,0,1,0,0
paper68_jpg.rf.0708ef98479b59cd8dabbdacdf55dc90.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00001186.jpg,0,0,0,0,0,0,0,0,1,0
PL00001611.jpg,0,0,0,0,0,0,0,0,0,1
PL00004414.jpg,0,0,0,0,0,0,0,0,1,0
G00003148.jpg,0,0,0,0,0,0,1,0,0,0
P00004090.jpg,0,0,0,0,0,0,0,1,0,0
P00000409.jpg,0,0,0,0,0,0,0,1,0,0
PL00004287.jpg,0,0,0,0,0,0,0,0,1,0
P00000635.jpg,0,0,0,0,0,0,0,1,0,0
PL00002017.jpg,0,0,0,0,0,0,0,0,0,1
PL00003424.jpg,0,0,0,0,0,0,0,0,0,1
PL00002567.jpg,0,0,0,0,0,0,0,0,1,0
G00003144.jpg,0,0,0,0,0,0,1,0,0,0
PL00002250.jpg,0,0,0,0,0,0,0,0,0,1
P00001216.jpg,0,0,0,0,0,0,0,1,0,0
PL00002101.jpg,0,0,0,0,0,0,0,0,1,0
P00002764.jpg,0,0,0,0,0,0,0,1,0,0
P00004176.jpg,0,0,0,0,0,0,0,1,0,0
PL00000267.jpg,0,0,0,0,0,0,0,0,0,1
P00004542.jpg,0,0,0,0,0,0,0,1,0,0
P00001948.jpg,0,0,0,0,0,0,0,1,0,0
PL00002248.jpg,0,0,0,0,0,0,0,0,0,1
PL00001740.jpg,0,0,0,0,0,0,0,0,1,0
glass224_jpg.rf.c87f15c377dc6ff69d2b5691f5152de1.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
PL00004794.jpg,0,0,0,0,0,0,0,0,1,0
PL00004605.jpg,0,0,0,0,0,0,0,0,1,0
G00002737.jpg,0,0,0,0,0,0,1,0,0,0
PL00003234.jpg,0,0,0,0,0,0,0,0,1,0
PL00004200.jpg,0,0,0,0,0,0,0,0,0,1
glass248_jpg.rf.21093848717cd6573d308614c0f15d76.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
paper104_jpg.rf.6e69d9e1b5196c94103bdb7e313adbbe.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00001755.jpg,0,0,0,0,0,0,0,0,0,1
plastic452_jpg.rf.ffe0ebd275884ede2fe5bf3ea6f2b3c0.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
PL00003093.jpg,0,0,0,0,0,0,0,0,1,0
PL00004453.jpg,0,0,0,0,0,0,0,0,1,0
IMG_4869_JPG.rf.7dc211a24d7009a4abd8bd1fd9ceb768.jpg, 0, 0, 0, 0, 0, 1,0,0,0,0
G00004272.jpg,0,0,0,0,0,0,1,0,0,0
PL00000945.jpg,0,0,0,0,0,0,0,0,1,0
plastic395_jpg.rf.05725e25d01f87df2d60ed1f76a181a9.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
PL00000659.jpg,0,0,0,0,0,0,0,0,1,0
PL00000345.jpg,0,0,0,0,0,0,0,0,1,0
P00003657.jpg,0,0,0,0,0,0,0,1,0,0
glass458_jpg.rf.0113464aac920ece6d04018b54835652.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
PL00002842.jpg,0,0,0,0,0,0,0,0,0,1
PL00000517.jpg,0,0,0,0,0,0,0,0,0,1
metal312_jpg.rf.042d1c3e19dcaa995fee30db8140b4c2.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
P00002977.jpg,0,0,0,0,0,0,0,1,0,0
PL00002828.jpg,0,0,0,0,0,0,0,0,0,1
G00001513.jpg,0,0,0,0,0,0,1,0,0,0
G00003910.jpg,0,0,0,0,0,0,1,0,0,0
PL00001278.jpg,0,0,0,0,0,0,0,0,1,0
PL00002177.jpg,0,0,0,0,0,0,0,0,1,0
paper282_jpg.rf.a9b6dcf57c346092fff42c8de2555f05.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00002557.jpg,0,0,0,0,0,0,0,0,1,0
P00003103.jpg,0,0,0,0,0,0,0,1,0,0
P00004195.jpg,0,0,0,0,0,0,0,1,0,0
plastic48_jpg.rf.dd095c0bc0ded9b3fdc30c83f3ed5ad2.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
P00001200.jpg,0,0,0,0,0,0,0,1,0,0
P00003115.jpg,0,0,0,0,0,0,0,1,0,0
G00001055.jpg,0,0,0,0,0,0,1,0,0,0
plastic373_jpg.rf.7d223dcedd4474eb71c6a4ba9b614f6b.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
plastic589_jpg.rf.acc885bc9b1f13ccc18d5e65dd052eaa.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
PL00000883.jpg,0,0,0,0,0,0,0,0,1,0
PL00000471.jpg,0,0,0,0,0,0,0,0,1,0
G00004672.jpg,0,0,0,0,0,0,1,0,0,0
P00002944.jpg,0,0,0,0,0,0,0,1,0,0
G00004489.jpg,0,0,0,0,0,0,1,0,0,0
PL00003098.jpg,0,0,0,0,0,0,0,0,1,0
PL00004208.jpg,0,0,0,0,0,0,0,0,1,0
paper33_jpg.rf.bc48951df3249b2fdbc4b8e7160e63ce.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
glass499_jpg.rf.3039637dace78026b2d4ab885dc0e9c3.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
G00001638.jpg,0,0,0,0,0,0,1,0,0,0
PL00004181.jpg,0,0,0,0,0,0,0,0,1,0
PL00004670.jpg,0,0,0,0,0,0,0,0,0,1
G00004115.jpg,0,0,0,0,0,0,1,0,0,0
P00002642.jpg,0,0,0,0,0,0,0,1,0,0
PL00004295.jpg,0,0,0,0,0,0,0,0,0,1
PL00001807.jpg,0,0,0,0,0,0,0,0,0,1
PL00004928.jpg,0,0,0,0,0,0,0,0,0,1
PL00000843.jpg,0,0,0,0,0,0,0,0,1,0
G00000150.jpg,0,0,0,0,0,0,1,0,0,0
PL00004410.jpg,0,0,0,0,0,0,0,0,1,0
PL00003677.jpg,0,0,0,0,0,0,0,0,0,1
P00003520.jpg,0,0,0,0,0,0,0,1,0,0
P00004197.jpg,0,0,0,0,0,0,0,1,0,0
PL00004444.jpg,0,0,0,0,0,0,0,0,1,0
PL00002082.jpg,0,0,0,0,0,0,0,0,0,1
P00000970.jpg,0,0,0,0,0,0,0,1,0,0
PL00002857.jpg,0,0,0,0,0,0,0,0,0,1
white-glass392_jpg.rf.61348a45de3938dcae8ed140f0235a0f.jpg, 0, 0, 0, 0, 0, 0,0,0,0,0
PL00001967.jpg,0,0,0,0,0,0,0,0,1,0
PL00002815.jpg,0,0,0,0,0,0,0,0,1,0
G00003285.jpg,0,0,0,0,0,0,1,0,0,0
PL00002714.jpg,0,0,0,0,0,0,0,0,0,1
PL00002617.jpg,0,0,0,0,0,0,0,0,0,1
PL00000089.jpg,0,0,0,0,0,0,0,0,0,1
PL00001253.jpg,0,0,0,0,0,0,0,0,0,1
PL00003316.jpg,0,0,0,0,0,0,0,0,0,1
plastic56_jpg.rf.995a523af4a59be25a494bce9386b305.jpg, 0, 0, 0, 0, 1, 0,0,0,0,0
PL00000526.jpg,0,0,0,0,0,0,0,0,1,0
G00000444.jpg,0,0,0,0,0,0,1,0,0,0
P00004654.jpg,0,0,0,0,0,0,0,1,0,0
PL00003558.jpg,0,0,0,0,0,0,0,0,0,1
P00004771.jpg,0,0,0,0,0,0,0,1,0,0
P00001590.jpg,0,0,0,0,0,0,0,1,0,0
P00000284.jpg,0,0,0,0,0,0,0,1,0,0
P00002773.jpg,0,0,0,0,0,0,0,1,0,0
G00004682.jpg,0,0,0,0,0,0,1,0,0,0
P00004989.jpg,0,0,0,0,0,0,0,1,0,0
PL00004827.jpg,0,0,0,0,0,0,0,0,1,0
G00000438.jpg,0,0,0,0,0,0,1,0,0,0
PL00003920.jpg,0,0,0,0,0,0,0,0,0,1
PL00003395.jpg,0,0,0,0,0,0,0,0,1,0
G00003729.jpg,0,0,0,0,0,0,1,0,0,0
PL00001751.jpg,0,0,0,0,0,0,0,0,1,0
paper8_jpg.rf.a1893ffd4990ea1bf926035d9ca08c7e.jpg, 0, 0, 0, 1, 0, 0,0,0,0,0
PL00003258.jpg,0,0,0,0,0,0,0,0,0,1
PL00002881.jpg,0,0,0,0,0,0,0,0,0,1
P00004564.jpg,0,0,0,0,0,0,0,1,0,0
PL00001142.jpg,0,0,0,0,0,0,0,0,0,1
P00000709.jpg,0,0,0,0,0,0,0,1,0,0
G00003234.jpg,0,0,0,0,0,0,1,0,0,0
metal148_jpg.rf.a1ef9ff469cc91c414da2952cb3f058d.jpg, 0, 0, 1, 0, 0, 0,0,0,0,0
G00002627.jpg,0,0,0,0,0,0,1,0,0,0
P00000415.jpg,0,0,0,0,0,0,0,1,0,0
PL00003065.jpg,0,0,0,0,0,0,0,0,1,0
PL00001265.jpg,0,0,0,0,0,0,0,0,1,0
P00000092.jpg,0,0,0,0,0,0,0,1,0,0
P00003310.jpg,0,0,0,0,0,0,0,1,0,0
PL00003078.jpg,0,0,0,0,0,0,0,0,1,0
G00001302.jpg,0,0,0,0,0,0,1,0,0,0
PL00001582.jpg,0,0,0,0,0,0,0,0,0,1
P00000575.jpg,0,0,0,0,0,0,0,1,0,0
